gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_04305,84,87,99,62,119,81,105,61,101,165,152,197,123,168,124,139,144,116
cds-C4N14_04310,216,153,153,213,188,189,290,153,218,28,57,87,37,47,28,101,83,83
cds-C4N14_04315,38,42,33,28,57,39,47,21,41,44,41,76,54,63,34,54,49,40
cds-C4N14_04320,153,212,158,109,255,100,228,115,139,462,352,485,480,527,284,262,258,217
cds-C4N14_04325,543,882,807,402,961,377,660,455,353,676,565,708,540,797,508,380,375,371
cds-C4N14_04330,254,437,419,282,468,314,531,279,359,466,532,666,318,503,333,406,436,368
cds-C4N14_04335,1797,1766,1873,1036,1947,1169,1583,931,1014,952,1063,1377,1062,1376,994,1303,1504,1626
cds-C4N14_04340,111,246,200,113,211,141,256,98,170,315,381,467,512,1345,860,244,303,308
cds-C4N14_04345,131,256,219,225,303,226,331,181,252,107,143,163,192,569,340,150,173,201
cds-C4N14_04350,192,231,257,402,352,388,610,351,334,109,169,185,165,399,269,196,152,210
cds-C4N14_04355,47,85,65,40,84,51,83,40,40,73,121,185,149,381,248,94,114,103
cds-C4N14_04360,30,29,18,26,29,27,57,28,26,62,51,91,68,132,81,42,53,44
cds-C4N14_04365,131,186,195,128,214,114,182,120,110,73,141,170,416,631,450,173,175,157
cds-C4N14_04370,142,195,167,116,238,96,193,90,97,108,160,264,161,355,235,164,152,220
cds-C4N14_04375,38,32,34,17,27,24,25,16,19,275,195,253,166,251,118,103,93,121
cds-C4N14_04380,254,319,281,137,321,144,237,156,217,1629,1299,1604,991,1268,829,580,621,513
cds-C4N14_04385,1059,1521,1287,930,1866,1102,1752,1073,1389,4263,2803,3269,2913,4012,2344,1777,2002,2072
cds-C4N14_04390,141,217,202,128,221,164,210,114,162,2276,1610,2167,1055,1553,912,520,566,545
cds-C4N14_04395,132,178,130,73,186,118,202,82,147,2587,1829,2175,1092,1615,1003,538,574,547
cds-C4N14_04400,639,930,909,580,923,606,1009,505,805,6297,4385,5563,2890,4581,2511,1442,1550,1720
cds-C4N14_04405,323,460,367,283,533,354,474,307,402,3049,1912,2326,2097,2734,1466,746,855,949
cds-C4N14_04410,277,447,397,309,520,300,481,252,361,2150,1719,2129,1066,1805,1035,637,645,651
cds-C4N14_04415,647,665,613,430,751,376,697,352,586,3400,2946,3906,2421,3845,2236,1211,1264,1410
cds-C4N14_04420,262,294,279,343,389,278,477,286,300,2722,2302,2821,1052,1603,1047,542,639,552
cds-C4N14_04425,418,846,682,414,859,645,863,550,846,1340,1315,1511,815,1820,1053,662,787,958
cds-C4N14_04430,15,28,32,26,43,25,41,14,25,39,41,62,76,97,81,47,34,45
cds-C4N14_04435,19,29,29,8,29,14,19,15,7,75,54,98,61,73,33,37,47,34
cds-C4N14_04440,216,345,245,115,406,168,217,192,121,1264,895,1371,4710,4698,2750,2154,2530,2146
cds-C4N14_04445,638,934,813,563,1179,508,966,508,486,1824,1550,1871,9466,11082,6533,3783,3615,3353
cds-C4N14_04450,1756,2812,2486,1382,2600,1464,2265,1185,1493,2054,1976,2569,3458,3642,3007,2662,3034,2479
cds-C4N14_04455,485,683,507,307,650,409,563,375,486,522,437,579,769,1536,830,758,769,857
cds-C4N14_04460,80,54,49,42,81,37,53,45,31,138,120,171,236,362,169,121,96,139
cds-C4N14_04465,56,65,35,25,81,24,79,39,46,116,71,95,114,233,113,105,73,107
cds-C4N14_04470,195,202,142,107,290,152,231,113,180,344,241,361,767,910,477,284,297,356
cds-C4N14_04475,116,115,132,139,171,127,232,117,124,137,133,173,108,124,66,171,129,149
cds-C4N14_04480,306,454,323,242,475,358,405,317,512,441,442,690,585,482,289,522,783,700
cds-C4N14_04485,333,574,443,243,587,247,484,294,219,453,452,550,696,945,642,444,385,431
cds-C4N14_04490,54,87,76,51,98,62,71,60,54,110,103,122,95,171,113,84,81,93
cds-C4N14_04495,317,395,456,551,590,498,926,471,624,287,373,447,312,274,167,373,330,380
cds-C4N14_04500,3859,3513,2839,2462,4757,2832,4143,2348,3100,4519,2733,3489,2076,2025,1018,1836,1688,1539
cds-C4N14_04505,446,605,503,349,690,466,705,447,554,1137,942,1137,923,907,539,661,628,666
cds-C4N14_04510,303,716,521,234,744,410,477,365,482,280,308,430,221,318,274,259,248,368
cds-C4N14_04515,107,134,120,99,169,98,177,79,98,690,416,484,211,333,200,220,209,195
cds-C4N14_04520,464,552,493,348,671,427,659,395,504,441,422,570,266,400,224,262,289,334
cds-C4N14_04525,214,273,243,197,333,218,350,189,261,175,198,211,145,229,163,215,164,195
cds-C4N14_04530,26,48,26,32,47,53,42,36,21,108,91,124,54,74,41,44,53,55
cds-C4N14_04535,312,303,378,865,687,710,1332,624,853,223,172,242,210,237,122,355,308,422
cds-C4N14_04540,85,112,67,60,121,76,108,62,80,156,134,223,140,153,74,133,147,171
cds-C4N14_04545,46,78,54,62,68,56,40,48,36,101,98,148,284,237,193,123,145,125
cds-C4N14_04550,99,116,107,107,152,103,148,100,113,226,198,261,414,395,216,233,258,189
cds-C4N14_04555,28,50,33,25,38,12,44,33,34,170,110,178,335,194,79,201,167,195
cds-C4N14_04560,250,379,296,139,418,190,267,202,189,903,706,923,705,840,462,522,535,529
cds-fspC3,253,421,279,159,438,337,204,137,187,59,41,77,3,5,11,19,18,31
cds-C4N14_04565,183,273,179,120,353,173,208,133,187,34,29,77,1,9,6,21,22,24
cds-C4N14_04570,670,804,630,412,816,398,528,257,318,805,603,716,425,527,319,305,333,294
cds-C4N14_04575,83,125,92,50,128,48,63,37,59,226,139,161,80,122,60,67,87,57
cds-C4N14_04580,251,248,183,179,302,165,254,133,141,588,438,579,304,369,217,201,193,188
cds-C4N14_04585,300,669,547,358,582,343,541,251,273,563,405,520,459,625,398,328,308,321
cds-C4N14_04590,335,446,427,245,391,200,356,176,239,514,469,584,620,730,563,345,386,371
cds-C4N14_04595,774,1277,1073,613,1326,737,1193,711,727,1861,1874,2481,2056,3311,1952,1062,1157,1273
cds-C4N14_04600,1301,2439,2106,1158,2557,1258,2279,1154,1581,1923,1814,2322,4038,5663,3343,1663,1583,1894
cds-C4N14_04605,72,130,119,48,126,81,127,59,77,332,303,345,300,555,283,178,182,171
cds-C4N14_04610,96,135,95,49,112,105,92,43,63,712,484,690,169,176,80,226,312,278
cds-C4N14_04620,6,9,14,11,9,11,7,3,8,355,278,369,43,55,33,36,41,56
cds-C4N14_04625,3,5,2,2,3,2,0,0,2,85,55,83,8,11,6,10,12,11
cds-C4N14_04630,63,87,92,53,100,45,65,39,61,428,396,534,96,108,84,168,152,118
cds-C4N14_04635,1316,2223,1954,1923,2404,1724,2915,1615,2152,10843,7016,8945,3135,4069,2433,2534,2583,2630
cds-C4N14_04640,195,283,215,137,311,162,251,165,163,265,237,346,217,244,152,235,269,264
cds-C4N14_04645,831,1135,847,531,1287,610,988,656,847,1165,1035,1396,2493,3471,2011,1134,1342,1649
cds-C4N14_04650,1932,3490,2552,1532,3528,1766,2806,1838,2021,1976,1908,2487,3114,5048,3037,1546,1711,1827
cds-C4N14_04655,162,244,212,108,385,134,218,111,107,206,195,250,301,464,285,126,160,137
cds-C4N14_04660,376,473,391,353,505,364,485,317,365,162,233,301,397,494,316,311,340,305
cds-C4N14_04665,72,143,127,67,139,79,133,73,113,476,525,638,528,609,375,372,355,373
cds-C4N14_04670,531,1043,686,410,961,408,780,444,415,10324,8803,11103,8286,9568,5718,3879,4025,3761
cds-C4N14_04675,531,697,407,188,655,227,372,267,184,1835,1507,2083,1382,1447,951,856,990,765
cds-C4N14_04680,9777,15256,10995,6065,16906,10750,10754,8604,9803,21416,15526,23174,23903,26870,15724,15154,16023,16802
cds-C4N14_04685,193,194,181,124,267,156,185,95,135,445,335,489,314,435,200,296,242,243
cds-C4N14_04690,95,161,111,147,207,151,237,108,163,546,435,556,407,482,266,226,232,224
cds-C4N14_04695,77,105,88,88,121,83,151,81,112,254,193,222,265,296,156,146,160,157
cds-C4N14_04700,100,126,119,94,123,72,131,82,76,554,431,542,564,684,399,315,281,285
cds-C4N14_04705,43,27,37,36,42,35,57,35,28,51,49,60,48,64,29,52,64,56
cds-C4N14_04710,92,137,138,66,128,57,111,67,89,243,197,267,546,630,405,183,227,167
cds-C4N14_04715,189,212,244,160,310,172,274,155,196,2260,1640,2069,1546,1551,849,1118,1114,1155
cds-C4N14_04720,169,209,168,113,270,125,202,113,184,2469,2042,2441,3016,3055,1619,1370,1518,1346
cds-C4N14_04725,240,345,243,133,413,173,263,230,183,2020,1512,1806,3010,3564,1788,1335,1383,1243
cds-C4N14_04730,125,135,114,94,169,120,175,64,151,67,57,68,79,103,61,84,86,128
cds-C4N14_04735,84,174,157,98,165,106,160,125,127,1724,984,1267,698,941,595,406,411,397
cds-C4N14_04740,27,45,34,38,48,46,61,21,28,683,529,723,180,268,168,129,137,104
cds-C4N14_04745,76,93,106,105,141,89,139,93,127,2833,1670,2248,1040,1266,736,506,544,516
cds-C4N14_04750,36,50,51,39,60,28,60,29,28,662,409,435,248,354,196,128,129,108
cds-C4N14_04755,109,99,86,87,135,95,123,68,98,892,643,795,398,477,311,236,257,309
cds-C4N14_04760,1069,919,1031,1186,1392,1029,1774,894,1229,3279,2533,3074,1712,2161,1231,1180,1238,1184
cds-C4N14_04765,74,123,86,56,147,89,99,58,72,743,490,558,729,698,427,393,383,354
cds-C4N14_04770,87,95,96,49,116,47,75,56,69,986,729,892,510,520,284,247,292,221
cds-C4N14_04775,31,30,38,42,79,26,35,23,30,600,398,496,238,317,171,146,124,111
cds-C4N14_04780,35,16,19,13,21,5,26,5,17,431,257,338,110,113,96,85,71,52
cds-C4N14_04785,23,17,17,4,19,13,10,11,4,392,270,307,77,129,71,61,75,39
cds-C4N14_04790,129,176,99,66,173,60,132,71,56,812,636,842,337,309,266,266,249,182
cds-C4N14_04795,310,307,281,142,353,175,250,154,173,1457,1066,1371,764,683,476,547,616,452
cds-C4N14_04800,66,63,58,28,60,27,47,41,21,365,332,455,241,325,219,228,289,263
cds-C4N14_04805,96,145,68,41,138,47,68,67,50,350,317,410,387,461,342,250,276,206
cds-C4N14_04810,312,342,263,145,358,170,352,193,179,848,647,777,886,1394,868,478,508,518
cds-C4N14_04815,1053,1492,907,658,1497,670,1137,699,763,801,623,693,837,2287,1085,601,634,764
cds-C4N14_04820,577,593,426,381,731,344,676,352,356,376,349,458,264,521,302,314,321,271
cds-C4N14_04825,164,212,194,132,262,109,213,142,164,816,520,785,370,366,253,329,296,345
cds-C4N14_04830,376,322,309,287,365,260,449,212,336,888,669,878,514,694,429,376,387,382
cds-C4N14_04835,731,863,679,524,1041,566,892,573,766,2023,1454,1836,1382,2019,1013,959,1065,1139
cds-C4N14_04840,31,28,22,32,35,24,54,31,18,71,48,88,142,169,98,48,49,36
cds-C4N14_04845,19,36,27,14,38,24,52,22,31,51,32,68,103,101,60,27,31,35
cds-C4N14_04850,30,40,44,23,53,32,52,29,58,79,57,69,132,165,94,91,98,104
cds-C4N14_04855,58,56,38,77,77,82,86,53,74,40,44,60,85,71,39,47,45,68
cds-C4N14_04860,41,36,26,53,53,62,83,39,63,28,29,28,26,33,27,32,34,44
cds-C4N14_04865,7,12,13,12,15,17,38,13,21,51,19,39,76,66,45,29,22,30
cds-C4N14_04870,45,55,49,50,52,88,80,60,73,70,62,106,132,127,66,75,86,106
cds-C4N14_04875,25,30,26,34,37,31,34,20,39,32,24,34,57,64,40,37,29,41
cds-C4N14_04880,10,17,9,17,17,8,26,15,15,60,42,64,81,125,52,28,51,22
cds-C4N14_04885,245,212,291,475,395,369,549,344,463,61,128,102,74,88,57,139,140,174
cds-C4N14_04890,22,33,32,45,34,44,50,45,47,50,49,47,35,51,36,36,22,47
cds-C4N14_04895,46,67,87,61,86,87,122,60,73,95,71,96,142,135,72,83,61,78
cds-C4N14_04900,99,69,48,79,98,83,133,70,75,44,45,87,90,122,58,48,64,41
cds-C4N14_04905,70,100,101,81,112,100,166,70,115,192,188,253,225,338,199,164,173,220
cds-C4N14_04910,92,149,117,89,157,115,171,84,130,332,261,286,309,343,212,146,168,157
cds-C4N14_04915,64,133,139,89,178,77,142,107,110,127,113,194,201,294,227,134,145,164
cds-C4N14_04920,3149,5945,4768,2642,6076,3193,4742,3111,3492,1590,1787,2377,1765,3352,2080,1366,1495,1869
cds-C4N14_04925,1448,3495,2536,1584,3288,1512,2875,1777,1922,253,420,499,722,1579,931,474,442,551
cds-C4N14_04930,86,69,85,145,85,148,200,103,146,208,169,206,125,134,109,116,119,85
cds-C4N14_04935,38,29,35,41,44,60,69,37,39,150,84,121,70,89,49,49,43,35
cds-C4N14_04940,122,157,153,153,209,133,224,137,192,273,221,315,293,407,215,192,164,208
cds-C4N14_04955,39,80,72,63,85,64,109,68,44,1079,477,544,266,253,128,229,178,146
cds-C4N14_04960,7,19,15,40,37,33,50,16,29,31,29,39,9,35,18,23,30,36
cds-C4N14_04965,19,11,17,27,19,28,39,19,17,26,22,27,19,32,8,10,12,25
cds-C4N14_04970,36,13,16,11,16,14,24,10,56,45,23,33,30,29,20,39,17,15
cds-C4N14_04975,3,9,5,5,17,13,16,8,6,8,8,9,21,17,0,17,13,8
cds-C4N14_04980,28,36,19,37,49,59,41,30,48,147,116,126,87,50,59,44,58,41
cds-C4N14_04985,85,122,97,47,111,66,92,75,95,228,109,159,169,200,114,87,100,94
cds-C4N14_04990,133,194,123,81,207,65,155,83,48,96,121,162,133,182,137,116,119,85
cds-C4N14_04995,55,57,48,29,59,33,59,47,32,133,107,144,74,60,49,69,70,109
cds-C4N14_05000,264,373,299,202,423,209,398,187,218,519,515,592,650,716,402,419,434,379
cds-C4N14_05005,314,314,298,752,612,629,1076,541,689,1428,1527,2003,1950,1924,1131,1535,1639,1499
cds-C4N14_05010,2007,2465,1922,1054,2278,1202,1922,1178,1270,7338,6639,8232,5895,5786,3576,3782,3935,3450
cds-C4N14_05025,3210,2945,2587,1606,3575,1857,2657,1844,2778,1532,1589,2024,6092,9496,5676,1779,2204,2505
cds-C4N14_05030,410,425,259,105,471,123,224,153,69,791,831,1119,1586,2342,1501,435,610,521
cds-C4N14_05035,1019,929,700,487,1272,503,858,536,625,685,904,1209,2442,3668,2382,1067,1077,1163
cds-C4N14_05040,183,285,231,178,298,216,371,206,208,173,162,237,340,429,216,277,311,281
cds-C4N14_05045,999,1006,738,463,1274,534,813,580,285,2401,2787,3376,4937,5798,3511,2023,2314,2110
cds-C4N14_05050,13270,12231,11895,11045,17634,9056,17170,9128,7725,8018,8482,10085,26362,37716,21893,12763,13358,15447
cds-C4N14_05055,982,2121,1514,865,1970,903,1633,1016,863,1631,1292,1869,1864,2393,1460,1517,1585,1558
cds-C4N14_05060,732,963,993,807,1232,811,1275,763,1016,976,749,925,487,834,428,596,563,622
cds-C4N14_05065,99,68,95,72,120,54,102,68,75,360,251,337,117,148,121,90,87,88
cds-C4N14_05070,258,253,296,512,545,432,674,365,528,1583,1010,1234,832,883,531,461,530,558
cds-C4N14_05075,1138,1483,1176,738,1685,828,1370,747,856,5920,4924,6172,3631,4053,2448,2768,2675,2678
cds-C4N14_05080,577,619,454,390,731,413,617,395,353,1953,1650,2126,960,1185,742,1005,1036,878
cds-C4N14_05085,161,211,200,115,262,184,214,129,237,126,168,242,100,117,65,131,158,167
cds-C4N14_05090,990,1237,843,547,1370,696,925,685,798,1988,1820,2580,1798,2154,1450,1380,1578,1424
cds-C4N14_05095,1475,2156,1491,889,2490,1195,1722,1124,1255,912,1037,1408,1456,2411,1493,1124,1132,1361
cds-C4N14_05100,193,277,210,197,344,377,329,222,255,169,193,297,254,396,269,202,235,275
cds-C4N14_05105,939,1353,1270,849,1596,983,1578,854,1368,2712,2111,2462,2953,3649,1921,1742,1723,2117
cds-C4N14_05110,51,81,92,38,64,52,87,64,83,641,475,758,455,504,285,286,295,272
cds-C4N14_05115,12,30,24,8,18,23,34,9,14,122,123,169,76,126,90,74,73,54
cds-C4N14_05120,71,83,66,42,113,40,80,59,52,688,535,749,435,419,262,290,264,215
cds-C4N14_05125,53,105,67,44,84,40,99,48,38,457,341,433,313,278,181,203,190,189
cds-C4N14_05130,68,75,68,54,89,62,90,36,59,398,319,309,237,231,198,141,137,104
cds-C4N14_05135,101,160,132,59,175,69,122,97,120,924,751,1005,477,563,361,319,370,276
cds-C4N14_05140,657,990,773,538,1175,569,899,536,701,2647,2233,2870,1510,1560,918,1347,1241,1187
cds-C4N14_05145,41,55,47,33,65,43,84,47,52,160,117,159,69,85,53,71,82,78
cds-C4N14_05150,284,435,270,194,394,230,337,201,207,707,561,757,458,565,424,468,442,470
cds-C4N14_05155,169,306,196,87,339,129,205,162,135,320,260,271,260,386,196,254,260,298
cds-C4N14_05160,508,464,437,422,699,494,727,379,608,1882,1832,2447,2200,2902,1606,2357,2346,2525
cds-C4N14_05170,278,431,360,221,482,323,448,306,401,593,487,708,489,788,441,500,537,617
cds-C4N14_05175,867,1062,803,564,1213,582,1030,645,654,1105,891,1166,1747,2363,1397,996,1048,1177
cds-C4N14_05180,181,383,314,260,374,246,376,206,347,1497,1113,1431,3010,3151,1797,917,987,1096
cds-C4N14_05185,27,37,44,25,42,30,38,28,19,422,326,479,403,325,277,148,143,113
cds-C4N14_05190,180,264,232,162,302,200,302,174,262,4124,2800,3391,2904,3020,1640,854,945,789
cds-C4N14_05195,178,204,192,259,297,262,390,237,263,1210,1093,1457,797,877,564,408,467,412
cds-C4N14_05200,306,529,436,336,513,340,582,286,459,3290,2353,2890,2449,2612,1456,930,1020,862
cds-C4N14_05205,196,150,195,215,187,185,274,143,182,243,269,308,272,267,171,126,147,121
cds-C4N14_05210,52,101,70,42,99,34,53,46,31,622,492,740,427,571,340,184,211,197
cds-C4N14_05215,97,136,104,58,169,68,134,87,90,1314,1016,1200,723,810,532,274,304,277
cds-C4N14_05220,76,138,108,64,166,93,164,73,106,1117,783,1047,847,835,492,419,458,469
cds-C4N14_05225,136,224,162,151,270,163,241,146,201,516,389,578,513,511,323,353,326,329
cds-C4N14_05230,361,348,319,593,586,588,932,550,633,1754,1186,1526,1533,1680,974,713,633,717
cds-C4N14_05235,64,91,81,71,85,81,110,68,100,257,246,319,251,183,134,171,127,164
cds-C4N14_05240,168,267,208,126,270,143,208,169,169,912,765,930,811,890,595,404,401,377
cds-C4N14_05245,16,19,22,12,32,17,25,8,7,93,101,116,122,116,76,57,55,48
cds-C4N14_05250,186,213,207,160,289,179,257,178,180,430,470,532,616,651,380,312,354,361
cds-C4N14_05255,1676,2746,2250,1051,2980,1284,2304,1355,1294,1410,1156,1546,2890,3272,2066,1909,2096,2137
cds-C4N14_05260,65,80,111,92,123,83,132,68,88,292,240,298,191,229,123,151,165,159
cds-C4N14_05265,221,383,311,163,424,207,362,189,224,1676,1225,1615,1462,1587,921,804,841,767
cds-C4N14_05270,791,726,751,896,1052,815,1382,774,918,1138,1106,1409,1051,1115,650,860,819,1231
cds-C4N14_05275,444,611,489,411,711,504,711,403,575,1763,1359,1901,1740,2181,1292,1116,1138,1406
cds-C4N14_05280,1524,1113,883,945,1845,1061,1576,1016,1039,853,882,1100,5828,6183,3767,1895,2293,2588
cds-C4N14_05285,61,56,34,25,72,26,64,39,66,92,95,152,258,283,182,173,221,303
cds-C4N14_05290,114,84,75,139,155,122,193,102,107,183,231,294,539,731,434,263,260,274
cds-C4N14_05295,25,31,23,25,41,65,38,22,30,29,65,117,89,159,118,72,75,78
cds-C4N14_05300,50,51,51,28,54,32,54,21,37,84,140,200,285,405,262,139,143,125
cds-C4N14_05305,103,113,117,107,225,118,195,116,160,283,347,475,843,1110,681,305,354,391
cds-C4N14_05310,31,46,36,18,37,26,50,24,55,53,67,96,177,268,156,72,66,74
cds-C4N14_05315,26,32,33,17,40,38,40,21,34,71,133,158,139,278,209,88,93,101
cds-C4N14_05320,619,661,686,858,917,746,1357,651,990,1099,1315,1721,2553,4386,2680,1198,1446,1341
cds-C4N14_05325,78,398,266,152,370,195,341,191,169,18,32,27,70,204,104,35,69,50
cds-C4N14_05330,102,234,176,82,184,84,149,94,85,100,107,147,218,287,186,164,199,126
cds-C4N14_05335,446,1253,763,479,1279,966,810,791,795,1081,1009,1725,1227,1360,796,1104,1394,1453
cds-C4N14_05340,166,301,256,139,331,172,226,166,183,507,413,534,322,353,206,328,276,275
cds-C4N14_05345,116,122,126,79,186,126,182,126,98,643,491,548,373,385,262,265,240,221
cds-C4N14_05350,87,145,118,110,118,112,151,64,57,705,540,679,383,405,276,278,282,267
cds-C4N14_05355,52,97,60,36,86,51,59,50,67,436,296,460,237,327,156,116,156,157
cds-C4N14_05360,381,597,459,341,726,525,557,420,645,1145,1015,1276,954,1085,628,717,789,888
cds-C4N14_05365,1178,1662,1344,668,1671,680,1235,770,804,11500,6412,7834,4117,4378,2795,3226,3191,2777
cds-C4N14_05370,80,131,121,76,157,97,135,88,120,1860,1023,1339,447,489,288,438,388,343
cds-C4N14_05375,131,172,169,96,191,120,177,125,139,2528,1091,1267,749,776,429,425,350,439
cds-C4N14_05380,164,198,178,210,298,192,308,210,216,2235,1137,1332,584,717,432,421,394,395
cds-C4N14_05385,667,834,691,1020,1080,865,1533,777,1009,1832,1489,1728,1046,1557,933,1058,937,1185
cds-C4N14_05390,159,266,274,145,277,140,253,130,149,491,390,530,831,803,524,483,491,549
cds-C4N14_05395,82,143,84,70,151,93,122,86,93,435,294,515,642,592,365,326,403,428
cds-C4N14_05400,317,627,441,320,712,323,530,336,391,256,203,285,226,289,180,244,212,269
cds-C4N14_05405,10,19,11,15,20,17,22,24,21,4,5,5,8,6,4,16,5,4
cds-C4N14_05410,4,3,4,6,14,8,6,4,10,7,10,19,3,8,6,12,7,4
cds-C4N14_05415,25,35,18,22,41,17,37,33,32,30,14,23,13,12,14,18,26,34
cds-C4N14_05420,44,79,66,46,73,42,79,46,54,21,26,27,69,103,64,64,46,55
cds-C4N14_05425,15279,20103,16928,13633,25183,16109,24133,12388,18736,14662,14354,18872,20566,21058,12175,16119,15820,16317
cds-C4N14_05430,428,484,432,392,631,348,652,377,476,921,679,1039,564,693,502,502,522,494
cds-C4N14_05435,88,79,66,67,91,43,98,54,57,258,202,251,143,180,129,97,103,104
cds-C4N14_05440,833,1085,1016,542,1137,621,951,527,761,1384,1198,1535,2025,2991,1701,867,992,944
cds-C4N14_05445,59,68,51,42,85,55,75,44,45,257,206,307,177,220,145,93,114,106
cds-C4N14_05450,98,112,101,65,137,81,109,50,60,435,343,420,230,389,219,195,163,189
cds-C4N14_05455,234,453,498,280,471,323,539,309,461,238,213,275,235,309,198,184,232,356
cds-C4N14_05460,18,18,9,22,13,15,22,11,14,45,30,56,74,108,53,20,31,46
cds-C4N14_05465,162,329,209,128,313,137,238,149,124,314,244,310,349,695,431,204,260,196
cds-C4N14_05470,297,328,309,123,287,191,243,119,167,713,761,1028,861,840,611,711,834,683
cds-C4N14_05475,153,210,182,94,288,109,201,99,105,947,618,869,739,851,473,436,432,413
cds-C4N14_05480,168,212,185,158,234,134,193,137,177,725,521,721,521,667,411,392,377,313
cds-C4N14_05485,63,72,51,48,89,65,80,57,78,256,198,246,229,275,153,156,148,117
cds-C4N14_05490,79,98,90,82,141,127,121,66,84,676,432,642,420,594,389,269,281,231
cds-C4N14_05495,3034,3094,2588,1644,3416,1855,2912,1618,2105,3969,3948,5026,3014,3504,2378,2612,2638,2611
cds-C4N14_05500,1270,2604,2247,1119,2537,1188,2147,1257,1443,4572,3842,4859,3673,4806,2638,2116,2366,2107
cds-C4N14_05505,249,428,306,212,416,237,402,212,307,614,645,895,691,1087,696,398,474,473
cds-C4N14_05510,81,76,86,75,94,68,123,50,33,994,715,927,535,779,509,300,317,322
cds-C4N14_05515,68,72,75,55,98,74,108,66,65,427,374,445,467,593,354,166,159,180
cds-C4N14_05520,49,81,46,42,72,69,82,49,61,483,485,730,593,582,410,199,223,174
cds-C4N14_05525,83,131,111,60,149,107,85,60,81,672,569,694,1192,1384,843,282,301,279
cds-C4N14_05535,392,553,515,583,756,574,893,539,553,275,296,306,322,453,263,353,367,423
cds-C4N14_05540,75,138,100,94,171,88,179,84,100,103,90,129,178,248,123,101,81,94
cds-C4N14_05545,47,73,69,63,86,63,114,69,68,55,47,75,40,85,50,33,27,53
cds-C4N14_05550,160,276,265,204,329,177,343,212,219,129,123,196,134,333,205,149,148,136
cds-C4N14_05555,136,141,152,160,201,174,277,181,224,243,211,209,144,192,105,197,168,217
cds-C4N14_05560,23,20,16,16,25,14,35,8,15,64,51,81,61,54,36,38,40,52
cds-C4N14_05565,61,124,90,59,138,87,106,75,86,135,147,169,99,144,93,109,118,145
cds-C4N14_05570,109420,145123,145933,70206,133965,77666,129543,63053,110066,49377,63712,90503,70795,78300,67490,52678,72279,65884
cds-C4N14_05575,129,267,186,77,244,142,134,109,110,91,65,69,45,58,40,48,49,51
