gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_02830,46,62,33,32,64,31,50,36,43,438,320,450,254,259,173,135,122,106
cds-C4N14_02835,147,207,128,98,196,125,171,102,104,1049,669,899,373,541,326,222,237,208
cds-C4N14_02840,223,418,304,203,468,235,345,229,292,937,690,903,679,903,559,402,392,444
cds-C4N14_02845,393,438,366,292,556,358,511,311,394,264,198,269,405,507,266,210,270,263
cds-C4N14_02875,428,451,422,214,421,248,417,191,323,278,256,383,301,344,213,218,284,245
cds-C4N14_02880,331,271,243,174,345,167,313,151,210,902,778,948,538,626,448,276,336,304
cds-C4N14_02885,15,17,26,20,21,12,29,9,16,291,227,331,121,129,101,64,91,71
cds-C4N14_02890,506,504,634,1821,1398,1552,2282,1311,1767,1826,1652,2016,1283,1550,1100,935,940,1051
cds-C4N14_02895,71,181,126,63,159,98,131,76,99,204,164,222,115,202,103,70,78,76
cds-C4N14_02900,352,526,434,271,562,303,553,243,320,1602,1177,1598,827,1136,702,503,492,561
cds-C4N14_02905,716,1307,944,731,1205,697,1071,710,742,2262,1894,2364,1984,2807,1863,1020,1167,1107
cds-C4N14_02910,286,330,294,189,427,208,364,190,269,1030,844,1071,1271,1567,893,562,647,600
cds-C4N14_02915,229,385,370,229,456,282,426,227,230,1095,946,1221,822,1088,723,450,504,459
cds-C4N14_02920,358,462,412,341,565,383,550,323,520,1910,1850,2247,1320,1570,927,698,704,698
cds-C4N14_02925,613,1062,922,537,976,585,978,537,755,535,694,829,606,927,584,455,551,643
cds-C4N14_02930,20,17,31,26,29,21,38,27,22,229,161,206,73,84,60,27,45,50
cds-C4N14_02935,252,253,259,372,357,292,503,253,361,1424,1047,1282,685,876,520,387,463,513
cds-C4N14_02940,91,210,203,75,219,124,172,99,94,140,172,248,279,377,241,189,173,152
cds-C4N14_02945,296,474,370,234,503,251,363,235,224,636,676,809,927,1287,722,438,573,563
cds-C4N14_02950,124,179,140,91,166,95,178,93,137,322,354,448,309,495,270,170,200,163
cds-C4N14_02955,14,20,21,3,35,17,24,11,12,38,22,52,42,59,41,27,21,38
cds-C4N14_02960,28,45,36,16,44,42,46,30,34,164,160,195,148,192,114,89,77,83
cds-C4N14_02965,271,742,600,358,735,462,739,410,614,387,368,512,827,1218,725,375,435,500
cds-C4N14_02970,107,246,226,173,289,189,310,151,218,54,84,94,142,280,157,98,76,96
cds-C4N14_02975,132,137,150,200,189,168,327,161,228,51,66,84,70,150,91,113,106,120
cds-C4N14_02980,15,23,25,11,31,12,31,14,18,16,9,18,34,34,33,10,19,27
cds-C4N14_02985,45,56,39,70,64,46,91,48,63,23,41,44,31,111,45,45,47,35
cds-C4N14_02990,454,675,654,869,877,766,1191,730,812,126,225,199,161,418,249,338,263,325
cds-C4N14_02995,82,162,123,58,145,118,124,93,136,263,211,314,125,184,106,170,206,216
cds-C4N14_03000,362,508,370,260,532,214,472,293,268,526,511,627,443,586,346,384,366,388
cds-C4N14_03005,191,274,166,130,320,140,166,137,142,264,213,290,206,303,177,180,143,135
cds-C4N14_03010,58,87,75,45,69,56,117,43,51,150,159,222,169,155,98,91,80,90
cds-C4N14_03015,182,292,226,141,297,187,327,186,307,598,452,648,365,369,203,265,284,279
cds-C4N14_03020,1448,1849,1527,816,1997,1101,1357,856,1057,1609,1184,1488,872,739,454,689,613,631
cds-C4N14_03025,1484,2303,1894,875,2507,901,1406,766,621,725,427,588,654,882,438,444,311,389
cds-C4N14_03030,359,470,361,242,612,268,391,280,296,331,297,413,567,1026,515,351,320,418
cds-C4N14_03035,61,84,62,30,55,32,37,24,41,122,162,234,104,179,103,119,158,118
cds-C4N14_03040,250,291,279,221,358,257,343,190,330,437,401,536,387,447,252,268,288,262
cds-C4N14_03045,49,51,37,40,67,39,59,19,45,248,184,286,236,250,195,109,110,96
cds-C4N14_03050,464,687,509,335,703,401,631,382,523,1045,999,1296,1529,1946,1098,812,932,813
cds-C4N14_03055,197,291,277,138,372,201,323,201,248,1374,949,1198,614,814,432,413,350,346
cds-C4N14_03060,2066,1995,2250,3172,3007,2697,4120,2217,3351,2498,2311,2946,1462,1989,1300,1567,1645,1712
cds-C4N14_03065,206,308,204,111,263,115,227,120,133,2452,1611,2135,965,1427,744,657,638,531
cds-C4N14_03070,504,650,549,363,770,395,629,372,563,2009,1463,1904,1453,1588,909,953,1057,998
cds-C4N14_03075,313,446,372,238,562,326,461,298,309,2551,1493,2040,1018,1284,750,876,720,855
cds-C4N14_03080,1518,1751,1498,939,1953,980,1841,1015,1217,10249,6909,8500,4407,6098,3507,3099,3320,2999
cds-C4N14_03085,209,367,247,128,321,192,297,190,195,99,109,203,133,171,108,187,161,140
cds-C4N14_03090,1175,2347,1846,984,2374,1120,2054,1086,1013,1773,1274,1577,1895,2681,1456,1440,1512,1492
cds-C4N14_03095,902,1125,873,720,1260,783,1183,630,863,1676,1498,1809,1179,1224,741,1188,1091,1281
cds-C4N14_03100,23079,32083,23337,17097,35759,18268,29506,18187,22624,1275,2767,3569,1445,9186,5611,2290,2713,3900
cds-C4N14_03105,69031,92139,71770,51899,118940,57763,93472,52862,64447,3219,4757,6256,7491,66753,35022,9650,9866,17404
cds-C4N14_03110,28,52,22,17,56,17,24,15,11,36,19,29,24,34,15,24,21,27
cds-C4N14_03115,139,177,120,147,193,126,228,93,150,229,224,316,304,358,229,165,160,150
cds-C4N14_03120,157,224,192,123,260,197,279,124,172,588,469,630,781,935,573,433,344,335
cds-C4N14_03125,19009,25050,22239,13546,28903,15986,25104,12755,18019,6199,6180,8568,22288,28914,17579,16899,18402,20799
cds-C4N14_03130,1746,1946,1842,2215,2529,2116,3074,1826,2316,6953,5829,7459,10984,11089,6536,3434,3538,3344
cds-C4N14_03135,240,324,245,190,285,192,263,188,248,748,749,1113,1237,1163,801,686,722,785
cds-C4N14_03140,164,270,194,106,270,143,230,145,183,197,174,197,92,173,76,81,114,79
cds-C4N14_03145,237,281,205,140,284,175,280,141,179,542,406,480,386,481,345,305,297,223
cds-C4N14_03150,103,109,96,144,147,123,204,101,126,118,92,141,77,132,55,86,91,99
cds-C4N14_03155,809,1097,821,653,1408,651,1235,732,690,1569,1430,1851,2211,3207,1422,1240,1310,1271
cds-C4N14_03160,76,97,84,53,92,65,100,39,90,137,134,157,116,156,97,92,111,82
cds-C4N14_03165,33,50,49,29,58,38,67,31,38,170,92,158,138,136,79,69,73,77
cds-C4N14_03170,94,170,102,96,172,96,146,85,83,201,204,185,188,299,189,135,146,156
cds-C4N14_03175,15,14,9,11,21,11,25,17,22,8,6,15,16,20,11,9,18,20
cds-C4N14_03180,678,1208,975,385,1227,502,805,578,493,1964,1446,1993,1965,2044,1281,1297,1297,1194
cds-C4N14_03185,906,1604,1409,886,1953,866,1671,822,855,780,637,862,3154,3462,1689,1328,1141,1276
cds-C4N14_03190,533,631,565,724,750,672,1124,663,831,179,272,278,335,446,249,507,485,585
cds-C4N14_03195,283,388,325,228,409,260,433,253,283,487,435,520,617,872,512,458,448,468
cds-C4N14_03200,44,39,40,126,117,129,164,82,151,10,46,33,25,23,11,93,79,78
cds-C4N14_03205,364,374,405,533,512,501,801,462,566,792,836,1024,701,790,514,474,501,500
cds-C4N14_03215,19,26,15,19,26,15,46,25,22,161,176,233,79,144,83,64,82,64
cds-C4N14_03220,85,114,85,99,110,77,130,70,68,202,149,210,155,199,146,104,116,119
cds-C4N14_03225,14,16,15,7,16,11,26,12,15,62,61,70,54,64,38,27,28,36
cds-C4N14_03230,11,17,11,19,30,17,20,17,20,110,83,93,73,103,58,40,31,27
cds-C4N14_03235,1530,2643,2768,1570,2899,1984,2926,1688,2704,1059,2389,3420,1313,1276,1215,2264,2980,2521
cds-C4N14_03240,65,48,47,65,98,62,109,54,83,708,494,552,242,289,168,191,189,181
cds-C4N14_03245,178,231,216,168,264,180,237,125,147,1432,819,1014,699,697,430,383,432,396
cds-C4N14_03280,26,57,55,46,74,52,46,29,31,680,537,815,1205,1174,993,317,346,275
cds-C4N14_03285,80,282,229,131,350,141,193,97,138,1346,1111,1537,2912,3155,2002,643,649,635
cds-C4N14_03290,12,31,12,4,9,8,13,10,12,36,35,30,41,66,44,32,33,43
cds-C4N14_03295,92,75,65,93,137,102,138,83,105,54,95,98,106,155,74,97,94,81
cds-C4N14_03300,4,7,3,5,8,4,10,8,6,9,22,20,25,31,11,15,13,17
cds-C4N14_03305,104,179,141,76,212,98,146,101,67,182,146,204,609,758,437,190,220,197
cds-C4N14_03310,403,565,485,556,723,536,899,541,609,2396,1963,2430,5977,7417,4204,1510,1832,1731
cds-C4N14_03315,98,140,90,72,129,84,136,76,58,602,466,652,431,508,257,313,361,240
cds-C4N14_03320,82,117,106,66,149,66,92,67,92,140,129,158,254,307,220,134,147,155
cds-C4N14_03340,169,207,214,178,278,183,272,189,268,493,336,413,288,273,144,249,195,213
cds-C4N14_03345,231,254,207,159,306,165,255,154,200,841,651,799,312,275,180,315,268,265
cds-C4N14_03350,66,57,52,43,83,107,112,38,63,67,52,59,92,75,57,88,65,76
cds-C4N14_03355,250,595,440,409,693,457,711,454,463,5590,5056,6757,6621,6092,3715,3250,3600,3390
cds-C4N14_03360,178,245,180,174,220,213,262,160,211,256,225,300,209,195,105,185,190,193
cds-C4N14_03365,48,53,51,46,59,43,70,37,54,172,153,174,158,149,111,148,120,116
cds-C4N14_03370,24,36,18,18,31,21,33,29,23,61,48,62,33,55,47,26,47,33
cds-C4N14_03375,13,23,34,39,35,35,59,16,25,109,80,135,109,101,57,65,57,65
cds-C4N14_03380,44,54,46,34,55,22,53,13,28,140,114,144,214,212,101,95,99,87
cds-C4N14_03385,31,61,31,19,68,32,51,27,35,36,42,73,38,56,38,56,66,74
cds-C4N14_03390,29,17,20,22,25,12,33,16,14,23,10,19,92,112,58,45,27,39
cds-C4N14_03400,283,498,376,253,574,293,389,275,327,1047,985,1374,362,461,321,446,490,523
cds-C4N14_03405,87,157,150,101,149,87,118,88,101,643,525,673,312,343,234,206,234,185
cds-C4N14_03410,414,780,594,388,774,452,685,395,558,1031,884,1234,679,809,509,586,646,584
cds-C4N14_03415,134,295,218,95,289,186,191,141,90,161,162,204,193,206,159,143,157,169
cds-C4N14_03420,134,182,123,98,186,120,174,95,107,588,409,550,298,322,216,190,182,229
cds-C4N14_03425,31,48,32,36,45,28,52,24,29,235,150,189,104,112,65,64,68,55
cds-C4N14_03430,226,237,206,130,278,142,194,132,124,718,591,809,591,753,451,401,421,333
cds-C4N14_03435,55,65,46,32,74,34,63,38,42,292,270,289,217,327,164,126,162,100
cds-C4N14_03440,850,1256,1093,625,1264,719,1027,591,699,2141,1796,2181,2328,3325,1949,1260,1305,1317
cds-C4N14_03445,133,175,204,81,187,103,212,108,118,354,309,411,203,363,199,205,228,215
cds-C4N14_03450,148,219,178,102,216,148,214,92,137,598,426,508,249,438,296,180,256,294
cds-C4N14_03455,292,478,379,306,513,338,534,325,396,496,417,533,500,804,435,370,343,400
cds-C4N14_03460,194,192,210,262,271,255,380,176,201,345,280,349,188,245,149,198,179,191
cds-C4N14_03465,39,48,50,75,75,62,80,37,52,283,244,282,104,133,80,91,75,79
cds-C4N14_03470,42,36,42,44,43,26,85,51,35,161,107,152,73,80,37,48,39,47
cds-C4N14_03475,162,195,172,147,192,152,245,103,198,314,302,423,284,287,209,207,235,204
cds-C4N14_03480,73,120,87,58,99,69,109,62,59,296,200,274,605,779,380,230,310,295
cds-C4N14_03485,287,315,275,213,340,243,416,209,232,1315,947,1205,1382,1473,835,523,564,462
cds-C4N14_03490,152,184,168,99,214,120,203,137,178,235,315,369,290,370,259,190,184,197
cds-C4N14_03495,1547,3369,2941,1927,4058,2810,4559,2376,4002,659,726,1107,825,887,498,1129,1077,1431
cds-C4N14_03500,1397,1296,1009,527,1502,791,1099,678,824,1856,2117,2953,5430,7192,4776,3118,4192,3820
cds-C4N14_03505,504,543,437,333,622,296,562,267,308,716,845,1127,1389,2119,1414,737,826,788
cds-C4N14_03510,1038,1750,1463,768,1625,738,1254,742,858,2633,2436,3153,2608,4089,2704,1628,1773,1718
cds-C4N14_03515,1871,1776,1882,3301,2831,2841,4187,2331,2873,2249,2475,3125,4197,3983,2680,2044,1936,2011
cds-C4N14_03520,1445,1308,1231,880,1497,966,1492,862,1482,6562,5218,7048,9343,9659,5761,3303,3425,2993
cds-C4N14_03525,766,1261,1010,573,1273,642,1040,586,655,4978,4891,6364,9976,10973,7027,2382,2707,2279
cds-C4N14_03530,420,475,373,293,570,278,485,251,302,1887,1566,1657,2940,3791,1842,855,730,723
cds-C4N14_03535,362,354,351,486,560,412,739,416,400,1430,1032,1199,1125,1185,678,411,410,353
cds-C4N14_03540,183,326,273,350,368,309,469,293,276,98,130,125,128,178,88,144,130,182
cds-C4N14_03545,648,1028,682,332,1079,391,703,496,349,2011,1280,1453,1181,1718,919,798,879,752
cds-C4N14_03550,923,1340,1095,1153,1519,1066,1772,1043,1164,364,517,589,862,2113,1189,703,688,845
cds-C4N14_03555,9715,23406,18767,8221,25167,14612,15450,11856,14536,773,675,996,3633,7485,3980,2373,2563,3335
cds-C4N14_03560,4632,5778,5061,3538,6701,3405,5899,3257,4084,1618,2207,2948,3106,6027,3723,1791,1846,1924
cds-C4N14_03565,97,111,83,46,128,57,98,37,39,250,209,272,203,259,147,132,187,137
cds-C4N14_03570,426,797,543,361,713,324,610,373,268,294,278,411,378,610,344,299,284,288
cds-C4N14_03575,489,533,465,411,734,449,617,427,681,574,543,843,1184,1238,659,780,741,929
cds-C4N14_03580,216,245,185,123,275,155,299,158,164,783,554,624,538,501,274,400,346,308
cds-C4N14_03585,666,637,681,1039,947,822,1497,691,1002,453,557,615,240,233,203,497,445,458
cds-C4N14_03590,92,121,118,87,150,102,135,88,111,513,316,404,318,411,153,200,213,200
cds-C4N14_03595,60,73,70,71,149,69,125,52,75,245,179,283,269,269,122,151,146,167
cds-C4N14_03600,12,15,23,5,10,15,22,23,13,49,48,60,32,15,34,20,27,29
cds-C4N14_03605,7069,9850,7997,5218,11546,5245,9730,5249,5551,3705,4047,5360,12745,15931,10009,6622,6904,7672
cds-C4N14_03610,350,292,323,312,378,284,453,251,394,7718,5577,6810,2888,2701,1554,1710,1744,1623
cds-C4N14_03615,98,110,84,59,123,77,95,63,71,165,126,183,186,137,99,88,97,116
cds-C4N14_03620,8988,10098,7499,5177,10590,5695,9084,4978,7010,8175,6787,8453,3091,5669,3993,4870,4722,4379
cds-C4N14_03625,135,212,149,112,170,111,157,74,109,109,132,164,183,230,184,183,212,168
cds-C4N14_03630,395,674,522,590,781,500,756,476,522,716,896,970,3355,3246,1919,888,734,716
cds-C4N14_03635,302,495,348,260,580,386,474,241,447,1896,1352,1925,4075,3389,1919,1118,1008,1235
cds-C4N14_03640,115347,132095,126273,75114,138153,85215,148196,85647,122654,23331,54185,79875,114917,166017,157729,135125,180030,217312
cds-C4N14_03645,197,346,224,106,333,190,242,188,132,405,365,514,386,598,426,372,406,429
cds-C4N14_03650,556,822,628,510,1006,555,916,551,731,645,565,803,731,957,539,547,556,624
cds-C4N14_03655,18521,18184,14557,12637,24629,15743,22062,12382,19599,4234,4750,7088,21625,24673,14804,11758,11854,15415
cds-C4N14_03660,449,538,445,803,850,737,1003,626,865,692,570,640,1304,949,687,705,643,713
cds-C4N14_03665,126,175,149,90,240,127,220,118,163,392,340,386,227,330,178,327,259,293
cds-C4N14_03670,250,177,260,405,363,351,463,297,349,194,143,236,195,181,118,215,180,180
cds-C4N14_03675,351,440,361,171,438,224,340,207,229,3082,2229,2739,2125,2071,1292,1161,1195,934
cds-C4N14_03680,146,193,124,85,194,123,150,85,102,1334,1068,1368,984,1109,692,466,484,386
cds-C4N14_03685,174,243,185,118,242,111,199,123,124,1068,772,1025,599,705,384,281,310,283
cds-C4N14_03690,1191,1741,1561,733,1662,623,1259,783,641,2377,1615,1853,3253,4566,2731,1322,1341,1348
cds-C4N14_03695,2056,2779,2693,1264,3006,1433,2436,1291,1323,1195,1043,1353,2895,2934,1827,1627,1708,1790
cds-C4N14_03700,110,100,97,52,101,58,100,52,57,202,180,251,223,327,183,146,170,175
cds-C4N14_03705,83,80,84,66,94,58,109,60,84,100,109,152,84,80,83,66,69,58
cds-C4N14_03710,140,113,146,293,224,287,381,203,304,52,56,96,57,56,41,104,93,148
cds-C4N14_03715,42,28,40,24,40,29,31,27,25,48,51,67,29,61,60,41,47,50
cds-C4N14_03720,21,19,20,6,23,9,25,17,9,232,121,174,53,57,54,54,36,51
cds-C4N14_03725,152,93,149,208,195,183,346,168,174,256,185,206,111,165,100,131,121,128
cds-C4N14_03730,13,12,17,15,26,12,27,11,21,276,150,184,101,124,82,54,55,50
cds-C4N14_03735,57,63,37,87,92,81,123,67,96,364,214,242,137,152,118,101,111,101
cds-C4N14_03740,48,70,67,78,92,78,89,44,55,196,132,186,73,98,84,63,60,54
cds-C4N14_03745,44,23,44,66,38,37,70,47,43,126,98,91,45,92,39,55,40,49
cds-C4N14_03750,23,37,47,36,43,36,66,24,31,175,147,183,153,125,100,69,67,61
cds-C4N14_03755,11,15,19,10,16,17,13,13,21,168,94,154,53,90,68,47,44,42
cds-C4N14_03760,64,46,65,58,60,59,101,47,79,101,65,81,78,55,43,71,49,55
cds-C4N14_03765,291,412,356,216,489,225,404,216,307,1234,664,908,704,861,441,447,371,422
cds-C4N14_03770,38700,47649,34246,20255,56008,16732,37179,25386,15513,84909,60864,71061,64205,88919,48921,41514,43010,40647
cds-C4N14_03775,1359,1388,1096,699,1407,773,1218,731,1102,3979,2815,3746,3612,4736,2843,1862,2047,1817
cds-C4N14_03780,1171,1016,861,405,959,439,735,401,537,1501,1196,1484,919,1704,1045,588,591,611
cds-C4N14_03785,1270,1652,1081,465,1728,652,688,712,524,2822,1810,2317,2381,5438,3337,1371,1449,1716
cds-C4N14_03790,236,455,325,164,549,247,319,237,217,637,501,758,589,900,510,434,453,467
cds-C4N14_03795,85,121,95,74,118,67,121,75,63,591,406,545,378,415,261,228,193,228
cds-C4N14_03800,59,82,78,46,108,47,86,46,72,401,281,351,403,347,225,169,175,151
cds-C4N14_03805,7057,13675,11130,6127,15500,9757,11009,8049,10223,4134,3110,4407,5611,9222,4867,3736,3964,4681
cds-C4N14_03810,353,374,358,464,554,423,625,320,417,901,702,949,834,889,650,518,586,526
cds-C4N14_03815,287,396,317,252,396,262,340,217,281,372,308,400,442,492,320,344,358,334
cds-C4N14_03820,145,172,135,90,158,74,104,61,75,147,115,128,56,110,41,63,51,52
cds-C4N14_03825,405,733,601,333,811,602,504,355,425,159,121,173,47,80,54,71,56,85
cds-C4N14_03830,52,79,58,52,84,66,108,46,63,97,104,133,74,117,69,66,79,46
cds-C4N14_03835,14,26,18,32,15,17,31,15,20,36,41,52,21,53,28,25,23,43
cds-C4N14_03840,114,122,144,305,213,242,320,197,271,182,186,235,126,128,83,148,100,177
cds-C4N14_03845,33,103,62,55,71,43,89,47,73,103,112,125,89,106,53,69,74,72
cds-C4N14_03850,161,223,171,110,202,129,199,139,167,472,363,479,299,388,232,239,246,207
cds-C4N14_03855,8,19,11,2,25,8,21,7,11,124,75,112,57,73,39,35,38,33
cds-C4N14_03860,15,34,27,19,60,20,40,27,22,283,186,233,129,158,77,64,52,43
cds-C4N14_03865,150,173,142,83,178,100,168,82,111,671,448,595,421,470,281,227,219,203
cds-C4N14_03870,220,327,274,159,402,209,315,129,203,711,630,789,733,1057,629,481,445,453
cds-C4N14_03875,163,146,132,92,206,121,180,130,133,450,325,405,461,533,304,295,297,297
cds-C4N14_03880,217,302,202,145,358,207,268,152,216,692,729,1083,773,716,395,473,530,561
cds-C4N14_03885,502,563,476,504,726,480,734,438,486,3514,3199,4298,3130,3605,2283,1469,1456,1400
cds-C4N14_03890,25,62,45,23,64,37,52,34,33,635,584,767,463,538,363,201,185,188
cds-C4N14_03895,71,87,64,61,125,77,87,60,85,952,734,935,897,1000,697,287,365,247
cds-C4N14_03900,68,115,84,53,91,91,116,56,72,645,564,718,415,438,276,150,143,138
cds-C4N14_03905,88,192,118,122,178,122,177,128,103,1553,1361,1863,1054,1300,803,310,390,287
cds-C4N14_03910,53,86,73,41,71,49,114,41,74,1836,1438,1791,1482,1875,1134,456,465,397
cds-C4N14_03915,142,292,237,173,355,208,329,198,255,1356,1331,1737,1383,1702,919,514,573,492
cds-C4N14_03920,90,151,133,119,171,111,162,111,124,337,345,414,332,336,231,137,142,130
cds-C4N14_03925,58,53,51,36,85,30,58,28,40,761,691,976,736,817,639,316,339,253
cds-C4N14_03930,238,413,331,272,410,279,482,227,286,1897,1786,2342,2298,2550,1610,802,741,716
cds-C4N14_03935,1144,1716,1397,848,1679,925,1471,903,1188,3287,3511,4719,4766,5846,4016,2339,2706,2640
cds-C4N14_03940,623,1017,815,612,1138,696,973,634,802,1230,886,1232,2345,2610,1467,768,786,929
cds-C4N14_03945,123,153,141,123,199,100,190,108,104,663,556,606,358,435,297,277,285,240
cds-C4N14_03950,45,92,78,23,95,28,86,38,34,75,87,96,58,112,67,46,52,44
cds-C4N14_03955,91,136,105,77,193,75,136,65,73,89,95,107,80,150,102,80,89,62
cds-C4N14_03960,74,78,101,193,127,139,219,117,148,54,61,73,46,74,42,78,77,98
cds-C4N14_03965,234,276,293,389,324,324,527,269,235,54,119,126,179,198,115,139,211,201
cds-C4N14_03970,49,33,47,123,79,127,165,80,107,32,39,35,33,66,45,73,49,60
cds-C4N14_03975,11,5,15,18,18,22,33,16,14,5,8,7,4,11,3,5,7,8
cds-C4N14_03980,41,27,31,57,49,39,65,44,57,31,19,26,60,31,37,55,44,45
cds-C4N14_03985,7,12,13,13,24,33,29,14,12,12,13,23,27,37,5,10,6,17
cds-C4N14_03990,44,36,36,56,54,31,60,36,26,21,21,30,15,13,18,23,20,19
cds-C4N14_03995,7,1,13,18,7,14,10,8,11,26,28,26,56,53,27,18,17,22
cds-C4N14_04000,31,27,27,52,49,41,63,40,51,27,35,43,65,83,42,30,43,46
cds-C4N14_04005,80,48,97,140,136,127,260,107,154,11,30,33,27,44,21,56,59,61
cds-C4N14_04010,133,110,111,107,140,93,189,113,161,144,131,160,261,297,157,161,180,213
cds-C4N14_04015,9,13,7,15,11,9,11,9,9,98,47,65,250,244,120,47,44,51
cds-C4N14_04020,9,17,9,10,18,16,9,10,18,33,37,39,87,72,60,25,15,18
cds-C4N14_04025,29,40,41,75,68,41,75,48,49,103,89,105,270,217,168,73,71,93
cds-C4N14_04030,204,226,194,173,335,160,269,155,167,291,277,319,804,879,470,295,225,286
cds-C4N14_04035,2117,4399,2620,1646,4903,2665,3122,2261,2182,571,578,873,701,2159,1270,715,759,1146
cds-C4N14_04040,19,28,25,32,24,17,45,13,26,30,24,48,29,38,19,29,34,28
cds-C4N14_04050,43,66,62,41,91,54,96,44,63,88,80,105,81,122,56,63,74,80
cds-C4N14_04055,44,25,29,45,52,53,68,37,43,28,35,31,33,53,28,35,48,40
cds-C4N14_04060,436,872,657,431,907,566,837,534,578,229,212,265,330,411,257,356,411,446
cds-C4N14_04065,254,208,227,379,328,284,442,264,342,465,322,379,300,490,249,373,332,394
cds-C4N14_04070,4,8,11,9,7,2,5,4,5,24,15,28,18,21,22,11,11,22
cds-C4N14_04075,62,56,60,66,89,67,105,73,87,95,88,87,148,184,107,73,97,74
cds-C4N14_04080,9,16,22,24,20,11,13,17,22,41,19,34,45,70,45,34,21,33
cds-C4N14_04085,30,41,44,31,38,38,63,27,44,89,63,79,141,120,87,82,79,44
cds-C4N14_04090,14,15,18,7,21,11,14,15,6,23,20,24,35,41,14,13,25,12
cds-C4N14_04095,14,25,21,24,40,35,31,27,39,22,21,33,28,37,26,32,23,39
cds-C4N14_04100,21,26,17,15,34,21,32,15,37,8,14,9,13,13,17,14,21,17
cds-C4N14_04105,24,15,20,30,41,31,48,34,26,9,9,7,8,9,10,14,5,12
cds-C4N14_04110,2,8,12,10,16,7,9,14,6,3,9,2,13,16,4,10,3,11
cds-C4N14_04115,363,462,372,238,539,277,434,250,307,2651,2255,3015,2900,2639,1522,1372,1508,1305
cds-C4N14_04120,788,931,808,523,1093,569,985,490,759,3325,2929,3812,2331,2479,1771,1462,1554,1518
cds-C4N14_04125,368,550,449,189,601,282,382,245,309,3879,3245,4062,5146,5577,3209,1652,1968,1610
cds-C4N14_04130,30969,52931,54198,33203,60589,41941,61485,32921,58651,25179,26553,36448,34948,35683,22935,25218,27757,35661
cds-C4N14_04135,910,1361,884,509,1366,494,872,541,477,10068,7007,8469,4372,5171,3149,2227,2244,1914
cds-C4N14_04140,647,1111,574,431,1070,345,612,421,308,1687,1509,1593,1349,2019,1252,734,676,509
cds-C4N14_04145,363,754,645,333,790,404,688,424,460,1232,1005,1338,963,1289,686,628,649,666
cds-C4N14_04150,92,123,95,55,88,60,78,54,65,276,269,331,90,132,113,119,131,112
cds-C4N14_04155,66,45,53,71,62,70,126,46,61,251,240,332,119,150,88,119,113,95
cds-C4N14_04160,20,48,40,28,58,29,47,24,67,130,80,110,61,71,58,45,43,48
cds-C4N14_04165,432,761,597,343,803,436,656,384,543,1169,1014,1186,1204,1401,843,924,1048,1002
cds-C4N14_04170,627,894,748,586,1036,587,868,609,584,796,640,803,583,918,545,490,587,525
cds-C4N14_04175,235,215,205,170,351,226,284,157,251,199,201,257,614,931,543,198,234,219
cds-C4N14_04180,77,62,70,51,74,75,94,35,59,139,118,173,267,424,314,99,103,98
cds-C4N14_04185,567,589,474,339,761,372,591,356,381,1087,1034,1432,2776,3151,1788,1669,1977,1977
cds-C4N14_04190,612,1126,571,225,1181,374,471,482,248,346,257,395,924,1989,1047,519,580,581
cds-C4N14_04195,3,6,6,3,8,4,7,5,2,17,18,21,10,4,3,7,11,10
cds-C4N14_04200,4,7,5,4,11,8,10,10,3,33,19,29,18,19,16,15,17,17
cds-C4N14_04205,10,16,9,4,12,15,32,21,16,28,23,38,46,41,21,32,29,23
cds-C4N14_04210,72,111,97,59,113,76,97,80,88,116,116,175,148,178,116,85,116,98
cds-C4N14_04220,10,6,8,1,10,10,8,9,12,24,38,28,5,31,16,18,15,14
cds-C4N14_04225,198,279,185,175,310,314,288,155,192,942,742,893,1034,1255,773,458,516,522
cds-C4N14_04235,268,316,284,262,379,271,401,246,281,354,394,570,250,263,186,378,368,317
cds-C4N14_04240,195,270,198,96,223,112,203,144,128,818,594,806,563,749,452,392,478,381
cds-C4N14_04250,532,586,545,360,668,396,678,341,542,2428,2046,2558,2287,2739,1825,1161,1551,1095
cds-C4N14_04255,280,310,241,116,332,140,193,158,125,1283,1032,1298,1116,1359,865,668,616,669
cds-C4N14_04260,384,433,333,182,521,175,289,249,210,1905,1533,1985,2436,2604,1669,903,1006,883
cds-C4N14_04265,1012,1389,1079,679,1455,660,1193,635,780,771,808,1073,1364,2050,1299,863,889,913
cds-C4N14_04270,224,321,268,200,355,163,350,165,217,472,371,469,572,1040,553,380,418,539
cds-C4N14_04275,53,57,57,75,88,87,107,55,60,312,225,295,143,202,114,105,110,107
cds-C4N14_04280,21,21,28,25,20,21,29,18,27,78,69,93,62,58,29,51,43,50
cds-C4N14_04285,299,218,180,119,248,142,185,116,200,37,47,59,85,222,132,65,61,73
cds-C4N14_04290,110,92,80,49,94,80,109,76,83,69,93,138,81,135,70,66,92,92
cds-C4N14_04295,114,121,117,72,141,70,155,92,127,135,148,176,147,190,121,141,109,86
cds-C4N14_04300,37,58,25,12,52,19,28,24,36,92,73,91,61,46,49,49,47,47
